Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
5.0,2009.0,3.0,1.12,7.1,4.0,2.6,10.0,7.0
3.0,2007.0,10.0,1.12,8.6,15.0,8.0,19.0,1.0
6.0,2009.0,0.0,1.12,7.9,77.0,8.1,165.0,5.0
9.0,2012.0,7.0,1.12,9.3,61.0,9.2,1228.0,5.0
13.0,2004.0,0.0,1.12,8.3,60.0,8.3,40.0,7.0
12.0,2010.0,8.0,1.12,7.0,91.0,6.0,202.0,5.0
6.0,2009.0,3.0,1.12,8.8,60.0,8.7,59.0,7.0
12.0,2011.0,0.0,1.11,7.9,75.0,4.5,2380.0,5.0
13.0,2003.0,8.0,1.11,7.4,38.0,7.6,51.0,5.0
5.0,2007.0,0.0,1.11,7.1,23.0,7.4,27.0,2.0
5.0,2007.0,3.0,1.11,6.9,50.0,6.3,31.0,7.0
6.0,2011.0,2.0,1.11,8.4,52.0,7.3,95.0,5.0
13.0,2005.0,0.0,1.11,9.4,70.0,9.0,160.0,5.0
4.0,1995.0,7.0,1.11,7.1,23.0,7.4,27.0,2.0
4.0,1999.0,7.0,1.11,7.1,23.0,7.4,27.0,2.0
11.0,2013.0,11.0,1.11,8.7,79.0,8.7,664.0,2.0
12.0,2013.0,10.0,1.11,7.5,43.0,7.7,100.0,7.0
7.0,2015.0,2.0,1.11,6.9,50.0,7.7,598.0,7.0
8.0,2004.0,5.0,1.11,7.1,23.0,7.4,27.0,2.0
6.0,2010.0,0.0,1.1,8.5,62.0,8.0,468.0,5.0
4.0,1997.0,10.0,1.1,7.1,23.0,7.4,27.0,2.0
1.0,2011.0,11.0,1.1,8.1,23.0,7.4,29.0,2.0
2.0,1998.0,6.0,1.1,7.1,23.0,7.4,27.0,2.0
6.0,2011.0,9.0,1.1,7.1,23.0,7.4,27.0,2.0
5.0,2001.0,10.0,1.1,7.4,18.0,7.4,27.0,1.0
5.0,2006.0,3.0,1.1,7.6,25.0,7.4,27.0,7.0
5.0,2006.0,3.0,1.1,7.1,23.0,7.4,27.0,2.0
11.0,2013.0,4.0,1.1,8.0,66.0,8.2,283.0,2.0
10.0,2007.0,6.0,1.1,6.1,16.0,6.9,14.0,2.0
6.0,2008.0,6.0,1.1,8.7,39.0,8.1,109.0,1.0
12.0,2007.0,8.0,1.1,7.3,54.0,6.7,77.0,7.0
4.0,1998.0,7.0,1.1,8.0,13.0,8.5,44.0,1.0
1.0,2007.0,9.0,1.1,7.1,23.0,7.4,27.0,1.0
12.0,2013.0,10.0,1.09,7.7,18.0,5.8,74.0,1.0
5.0,2006.0,1.0,1.09,7.7,34.0,8.1,52.0,5.0
6.0,2009.0,3.0,1.09,8.6,54.0,5.7,87.0,7.0
10.0,2008.0,8.0,1.09,6.6,13.0,4.4,7.0,2.0
4.0,1998.0,9.0,1.09,7.1,23.0,7.4,27.0,2.0
8.0,2005.0,7.0,1.09,6.8,51.0,7.6,58.0,7.0
7.0,2015.0,6.0,1.09,8.3,37.0,6.6,363.0,1.0
13.0,2003.0,10.0,1.09,9.2,27.0,8.3,48.0,1.0
10.0,2009.0,4.0,1.09,5.4,51.0,6.9,198.0,2.0
5.0,2006.0,0.0,1.09,7.5,56.0,8.3,99.0,5.0
12.0,2010.0,6.0,1.09,4.7,52.0,2.1,98.0,1.0
5.0,2002.0,8.0,1.09,6.5,32.0,8.3,33.0,7.0
4.0,1997.0,9.0,1.09,7.1,23.0,7.4,27.0,2.0
6.0,2010.0,2.0,1.09,7.4,42.0,6.9,41.0,7.0
1.0,2011.0,0.0,1.09,6.6,8.0,7.4,27.0,1.0
12.0,2012.0,0.0,1.09,7.6,20.0,5.5,65.0,1.0
12.0,2009.0,10.0,1.09,8.4,70.0,8.0,72.0,7.0
4.0,1998.0,10.0,1.09,7.1,23.0,7.4,27.0,2.0
5.0,2003.0,6.0,1.08,8.8,15.0,8.9,77.0,1.0
5.0,2002.0,4.0,1.08,7.1,23.0,6.6,41.0,1.0
1.0,2008.0,9.0,1.08,7.1,23.0,7.4,27.0,1.0
8.0,2005.0,3.0,1.08,7.3,28.0,7.2,9.0,2.0
5.0,2002.0,10.0,1.08,7.1,23.0,7.4,27.0,1.0
3.0,2009.0,11.0,1.08,9.0,62.0,6.9,2981.0,7.0
6.0,2007.0,2.0,1.08,8.5,47.0,7.4,67.0,7.0
6.0,2010.0,0.0,1.08,7.5,69.0,7.5,265.0,5.0
6.0,2010.0,0.0,1.08,7.1,23.0,7.4,27.0,2.0
5.0,2004.0,8.0,1.08,5.8,21.0,6.0,19.0,7.0
6.0,2013.0,7.0,1.08,7.1,23.0,7.4,27.0,2.0
14.0,2016.0,6.0,1.08,9.1,90.0,7.4,594.0,1.0
12.0,2014.0,0.0,1.08,7.1,23.0,7.4,27.0,2.0
4.0,1998.0,10.0,1.08,7.1,23.0,7.4,27.0,2.0
8.0,2008.0,0.0,1.08,7.0,10.0,8.1,49.0,7.0
12.0,2014.0,8.0,1.08,6.9,6.0,7.3,121.0,2.0
8.0,2007.0,0.0,1.07,5.9,7.0,6.7,15.0,7.0
4.0,1999.0,3.0,1.07,7.1,23.0,7.4,27.0,2.0
1.0,2006.0,0.0,1.07,4.7,9.0,5.0,38.0,1.0
5.0,2006.0,8.0,1.07,8.2,14.0,7.4,83.0,7.0
10.0,2010.0,10.0,1.07,7.3,17.0,7.3,8.0,1.0
1.0,2008.0,9.0,1.07,7.1,23.0,7.4,27.0,1.0
6.0,2008.0,0.0,1.07,8.5,59.0,7.3,245.0,7.0
3.0,1999.0,10.0,1.07,7.1,23.0,7.4,27.0,2.0
5.0,2009.0,2.0,1.07,7.1,23.0,7.7,31.0,7.0
10.0,2009.0,10.0,1.07,7.1,23.0,7.4,27.0,2.0
12.0,2011.0,2.0,1.07,7.1,23.0,7.4,27.0,2.0
12.0,2008.0,0.0,1.07,7.6,57.0,6.6,198.0,7.0
4.0,1997.0,10.0,1.07,7.1,23.0,7.4,27.0,2.0
12.0,2007.0,10.0,1.07,7.6,29.0,7.8,36.0,1.0
5.0,2005.0,2.0,1.07,8.6,57.0,8.4,96.0,7.0
10.0,2009.0,10.0,1.07,8.8,44.0,8.8,57.0,1.0
1.0,2009.0,1.0,1.07,6.0,5.0,7.4,27.0,1.0
4.0,1995.0,6.0,1.07,7.1,23.0,7.4,27.0,2.0
8.0,2005.0,10.0,1.07,7.0,31.0,5.6,5.0,1.0
6.0,2008.0,2.0,1.07,7.5,32.0,8.6,95.0,7.0
12.0,2010.0,0.0,1.07,7.1,23.0,7.6,18.0,5.0
6.0,2013.0,7.0,1.07,6.6,62.0,5.9,552.0,7.0
4.0,1999.0,6.0,1.07,7.1,23.0,7.4,27.0,2.0
4.0,1998.0,10.0,1.06,7.1,23.0,7.4,27.0,2.0
5.0,2006.0,2.0,1.06,7.5,43.0,8.5,84.0,5.0
5.0,2002.0,6.0,1.06,8.1,25.0,7.3,14.0,1.0
8.0,2009.0,0.0,1.06,9.0,77.0,7.3,146.0,5.0
1.0,2008.0,9.0,1.06,6.5,20.0,6.5,21.0,1.0
6.0,2007.0,8.0,1.06,8.9,21.0,8.4,188.0,5.0
4.0,1998.0,3.0,1.06,7.1,23.0,7.4,27.0,2.0
12.0,2009.0,3.0,1.06,8.4,72.0,8.0,42.0,7.0
12.0,2008.0,0.0,1.06,8.0,56.0,8.3,154.0,7.0
5.0,2005.0,10.0,1.06,8.9,36.0,8.7,37.0,1.0
4.0,1999.0,11.0,1.06,7.1,23.0,7.4,27.0,2.0
5.0,2003.0,0.0,1.06,7.1,28.0,8.3,22.0,7.0
14.0,2016.0,8.0,1.06,9.1,18.0,5.6,668.0,7.0
2.0,1997.0,10.0,1.06,7.1,23.0,7.4,27.0,2.0
2.0,1998.0,10.0,1.06,7.1,23.0,7.4,27.0,2.0
12.0,2010.0,8.0,1.06,6.4,64.0,7.3,247.0,5.0
6.0,2012.0,0.0,1.06,7.7,21.0,6.3,18.0,2.0
3.0,2001.0,7.0,1.06,8.7,21.0,9.1,639.0,5.0
10.0,2007.0,1.0,1.06,7.2,42.0,8.1,61.0,1.0
5.0,2002.0,6.0,1.06,6.3,9.0,8.8,10.0,7.0
12.0,2010.0,0.0,1.06,8.3,81.0,7.9,292.0,5.0
12.0,2008.0,8.0,1.06,7.2,69.0,7.2,152.0,7.0
14.0,2013.0,0.0,1.06,7.1,23.0,6.8,73.0,2.0
6.0,2007.0,9.0,1.06,8.4,50.0,8.4,183.0,7.0
6.0,2011.0,6.0,1.06,8.7,52.0,7.1,122.0,7.0
10.0,2008.0,10.0,1.05,7.1,24.0,7.0,16.0,2.0
6.0,2007.0,6.0,1.05,8.3,32.0,8.0,32.0,1.0
1.0,2007.0,8.0,1.05,7.5,22.0,6.9,36.0,7.0
10.0,2009.0,0.0,1.05,7.5,55.0,8.0,60.0,5.0
8.0,2006.0,8.0,1.05,8.1,31.0,9.0,36.0,7.0
1.0,2007.0,4.0,1.05,4.4,5.0,7.4,27.0,1.0
4.0,1996.0,7.0,1.05,7.1,23.0,7.4,27.0,2.0
5.0,2002.0,10.0,1.05,8.9,21.0,8.0,22.0,1.0
6.0,2012.0,0.0,1.05,8.2,16.0,8.3,85.0,2.0
13.0,2001.0,6.0,1.05,6.1,17.0,8.3,6.0,7.0
4.0,2000.0,10.0,1.05,8.2,14.0,8.4,5.0,1.0
7.0,2014.0,10.0,1.05,7.0,57.0,6.1,279.0,7.0
13.0,2005.0,6.0,1.05,9.2,73.0,7.6,213.0,1.0
6.0,2007.0,10.0,1.05,8.0,35.0,7.9,32.0,1.0
4.0,1998.0,9.0,1.05,8.3,6.0,7.4,27.0,1.0
5.0,2003.0,10.0,1.04,8.1,22.0,8.9,17.0,1.0
1.0,2007.0,9.0,1.04,7.1,23.0,7.4,5.0,1.0
12.0,2009.0,2.0,1.04,8.0,59.0,8.4,36.0,7.0
4.0,1997.0,7.0,1.04,7.1,23.0,7.4,27.0,2.0
6.0,2012.0,0.0,1.04,8.3,40.0,7.7,645.0,5.0
4.0,2000.0,6.0,1.04,4.2,9.0,7.4,27.0,1.0
4.0,1996.0,0.0,1.04,7.1,23.0,7.4,27.0,2.0
5.0,2006.0,9.0,1.04,7.3,25.0,8.7,6.0,2.0
6.0,2010.0,8.0,1.04,6.5,57.0,7.3,168.0,5.0
2.0,1997.0,5.0,1.04,7.1,23.0,7.4,27.0,2.0
4.0,1998.0,6.0,1.04,7.1,23.0,7.4,27.0,2.0
12.0,2006.0,4.0,1.04,4.6,38.0,4.4,455.0,2.0
1.0,2010.0,6.0,1.04,7.1,23.0,7.4,27.0,2.0
13.0,2005.0,6.0,1.04,8.3,32.0,8.8,29.0,7.0
12.0,2007.0,0.0,1.03,7.1,52.0,7.7,71.0,7.0
6.0,2012.0,6.0,1.03,8.1,23.0,7.5,54.0,1.0
12.0,2011.0,8.0,1.03,6.8,85.0,5.8,404.0,7.0
5.0,2005.0,6.0,1.03,7.9,30.0,8.4,17.0,1.0
8.0,2005.0,6.0,1.03,8.8,56.0,7.9,102.0,1.0
6.0,2012.0,0.0,1.03,8.6,30.0,7.4,92.0,7.0
12.0,2011.0,0.0,1.03,7.3,54.0,7.0,31.0,2.0
6.0,2007.0,8.0,1.03,8.4,29.0,8.1,41.0,7.0
1.0,2005.0,4.0,1.03,7.5,48.0,7.6,33.0,1.0
10.0,2008.0,0.0,1.03,6.7,12.0,7.0,8.0,2.0
5.0,2003.0,10.0,1.03,8.2,16.0,8.8,12.0,1.0
11.0,2016.0,0.0,1.03,8.6,74.0,8.4,329.0,7.0
6.0,2008.0,0.0,1.03,7.7,36.0,7.7,30.0,2.0
3.0,1996.0,0.0,1.03,8.6,18.0,8.5,3552.0,5.0
4.0,1998.0,2.0,1.03,9.3,12.0,8.5,46.0,7.0
10.0,2009.0,1.0,1.03,7.8,28.0,8.6,28.0,1.0
1.0,2008.0,3.0,1.03,7.1,23.0,7.4,27.0,1.0
8.0,2009.0,6.0,1.02,7.9,58.0,8.8,39.0,7.0
10.0,2007.0,10.0,1.02,6.5,13.0,6.1,26.0,1.0
1.0,2010.0,9.0,1.02,7.1,23.0,7.4,27.0,1.0
10.0,2007.0,10.0,1.02,7.2,24.0,7.0,22.0,1.0
10.0,2007.0,2.0,1.02,7.2,27.0,8.4,61.0,7.0
14.0,2016.0,10.0,1.02,9.0,17.0,6.2,91.0,1.0
12.0,2007.0,8.0,1.02,8.6,58.0,8.1,89.0,7.0
6.0,2008.0,4.0,1.02,5.4,24.0,7.9,130.0,2.0
4.0,1997.0,0.0,1.02,7.1,23.0,7.4,27.0,2.0
10.0,2011.0,0.0,1.02,6.1,11.0,6.0,5.0,2.0
10.0,2010.0,3.0,1.02,4.8,6.0,3.3,4.0,2.0
12.0,2009.0,0.0,1.02,7.1,41.0,7.4,25.0,2.0
1.0,2007.0,9.0,1.02,7.1,23.0,9.0,4.0,1.0
12.0,2011.0,8.0,1.02,8.4,83.0,7.6,439.0,5.0
6.0,2013.0,4.0,1.02,8.3,31.0,5.3,33.0,2.0
13.0,2006.0,10.0,1.02,8.3,27.0,8.7,6.0,1.0
0.0,2011.0,4.0,1.02,6.6,29.0,6.9,108.0,1.0
10.0,2008.0,3.0,1.02,9.2,10.0,7.7,45.0,7.0
5.0,2004.0,0.0,1.02,7.0,29.0,8.7,29.0,1.0
1.0,2012.0,7.0,1.02,8.0,40.0,8.2,89.0,1.0
10.0,2008.0,4.0,1.01,5.1,18.0,3.6,8.0,1.0
4.0,1998.0,5.0,1.01,7.1,23.0,7.4,27.0,2.0
10.0,2007.0,2.0,1.01,7.4,23.0,8.0,27.0,7.0
1.0,2009.0,1.0,1.01,7.1,23.0,7.4,27.0,1.0
12.0,2007.0,9.0,1.01,8.0,54.0,7.9,101.0,7.0
10.0,2007.0,0.0,1.01,6.4,19.0,6.1,38.0,7.0
3.0,2003.0,10.0,1.01,7.1,23.0,7.4,27.0,2.0
9.0,2012.0,6.0,1.01,7.1,23.0,7.4,27.0,2.0
12.0,2008.0,0.0,1.01,8.1,74.0,8.0,302.0,5.0
12.0,2014.0,0.0,1.01,7.2,32.0,7.3,318.0,5.0
7.0,2014.0,4.0,1.01,9.0,16.0,8.5,525.0,2.0
1.0,2006.0,3.0,1.01,7.1,23.0,7.4,27.0,2.0
12.0,2008.0,0.0,1.01,8.1,73.0,7.0,189.0,7.0
4.0,1997.0,9.0,1.01,8.6,5.0,8.3,10.0,2.0
11.0,2012.0,0.0,1.01,7.7,70.0,7.7,758.0,5.0
11.0,2016.0,2.0,1.01,7.6,74.0,8.0,273.0,2.0
5.0,2003.0,6.0,1.0,5.1,5.0,8.0,8.0,1.0
4.0,1997.0,7.0,1.0,7.1,23.0,7.4,27.0,2.0
10.0,2009.0,8.0,1.0,6.7,12.0,4.5,6.0,2.0
8.0,2010.0,0.0,1.0,8.6,73.0,8.4,255.0,5.0
5.0,2000.0,2.0,1.0,7.1,23.0,7.4,27.0,2.0
2.0,2000.0,6.0,1.0,7.1,23.0,7.4,27.0,2.0
5.0,2004.0,3.0,1.0,7.1,23.0,7.4,27.0,2.0
13.0,2003.0,2.0,1.0,9.2,39.0,8.9,54.0,7.0
12.0,2008.0,10.0,1.0,7.1,23.0,7.4,27.0,2.0
12.0,2006.0,10.0,1.0,7.1,23.0,7.4,27.0,2.0
4.0,1995.0,6.0,1.0,7.1,23.0,7.4,27.0,2.0
4.0,2000.0,10.0,1.0,7.3,10.0,7.4,27.0,1.0
4.0,1996.0,10.0,1.0,7.1,23.0,7.4,27.0,2.0
5.0,2002.0,0.0,1.0,7.2,16.0,9.3,54.0,7.0
6.0,2011.0,4.0,1.0,8.7,43.0,8.4,238.0,2.0
4.0,2000.0,3.0,1.0,7.1,23.0,7.4,27.0,2.0
13.0,2000.0,10.0,0.99,7.9,24.0,8.5,10.0,1.0
12.0,2013.0,3.0,0.99,7.9,16.0,7.8,33.0,2.0
12.0,2011.0,10.0,0.99,8.2,25.0,6.6,49.0,1.0
12.0,2012.0,0.0,0.99,8.5,60.0,7.6,88.0,7.0
1.0,2011.0,4.0,0.99,8.3,46.0,8.6,55.0,1.0
6.0,2008.0,8.0,0.99,5.5,65.0,6.5,294.0,5.0
4.0,1998.0,4.0,0.99,8.8,13.0,9.1,69.0,7.0
5.0,2000.0,0.0,0.99,6.6,20.0,8.0,35.0,7.0
6.0,2009.0,6.0,0.99,8.7,63.0,8.2,94.0,7.0
6.0,2008.0,3.0,0.99,7.0,39.0,5.0,26.0,7.0
6.0,2009.0,9.0,0.99,7.0,35.0,8.2,20.0,1.0
1.0,2007.0,1.0,0.99,7.8,48.0,8.1,84.0,7.0
8.0,2006.0,9.0,0.99,7.5,26.0,8.3,30.0,7.0
12.0,2011.0,7.0,0.99,8.9,66.0,8.4,1106.0,5.0
10.0,2009.0,6.0,0.99,5.8,7.0,7.4,27.0,1.0
1.0,2008.0,5.0,0.99,7.1,5.0,7.4,27.0,1.0
8.0,2008.0,6.0,0.98,7.9,26.0,8.7,43.0,7.0
8.0,2008.0,10.0,0.98,8.0,17.0,6.8,11.0,1.0
1.0,2008.0,9.0,0.98,7.1,23.0,7.4,27.0,1.0
7.0,2015.0,7.0,0.98,7.1,23.0,7.4,27.0,2.0
10.0,2009.0,10.0,0.98,7.5,21.0,6.2,17.0,1.0
6.0,2010.0,7.0,0.98,7.7,55.0,8.2,336.0,7.0
3.0,2008.0,7.0,0.98,9.1,48.0,7.9,3450.0,5.0
1.0,2005.0,11.0,0.98,4.4,19.0,6.6,25.0,1.0
2.0,1998.0,6.0,0.98,7.1,23.0,7.4,27.0,2.0
10.0,2007.0,2.0,0.98,5.9,13.0,5.9,18.0,7.0
12.0,2013.0,0.0,0.98,7.8,68.0,6.4,694.0,5.0
6.0,2013.0,3.0,0.98,7.1,23.0,7.4,27.0,2.0
12.0,2013.0,0.0,0.98,8.2,58.0,7.5,383.0,5.0
5.0,2009.0,10.0,0.98,7.1,23.0,7.2,6.0,1.0
12.0,2009.0,10.0,0.97,8.2,46.0,7.6,34.0,1.0
13.0,2005.0,10.0,0.97,8.7,38.0,8.3,27.0,1.0
12.0,2015.0,10.0,0.97,7.1,23.0,5.1,12.0,1.0
3.0,2005.0,0.0,0.97,9.3,47.0,8.9,1841.0,5.0
6.0,2007.0,10.0,0.97,8.1,31.0,5.3,33.0,1.0
12.0,2009.0,0.0,0.97,8.2,88.0,8.0,268.0,5.0
6.0,2013.0,0.0,0.97,7.5,21.0,5.9,47.0,2.0
1.0,2006.0,9.0,0.97,6.6,9.0,7.4,27.0,1.0
5.0,2003.0,10.0,0.97,8.5,19.0,7.6,53.0,1.0
5.0,2007.0,0.0,0.97,7.5,37.0,7.9,67.0,5.0
1.0,2010.0,0.0,0.97,7.1,23.0,7.4,27.0,2.0
10.0,2010.0,3.0,0.97,7.1,23.0,7.6,5.0,1.0
13.0,2004.0,10.0,0.97,8.1,34.0,8.7,23.0,1.0
3.0,2012.0,7.0,0.97,8.9,23.0,5.5,5926.0,5.0
1.0,2006.0,6.0,0.97,5.4,17.0,2.1,11.0,1.0
10.0,2009.0,3.0,0.97,7.9,20.0,6.6,15.0,2.0
12.0,2011.0,0.0,0.97,7.8,35.0,5.2,53.0,2.0
4.0,2000.0,8.0,0.97,8.6,16.0,9.0,44.0,7.0
5.0,2002.0,7.0,0.96,8.7,41.0,9.1,174.0,7.0
3.0,2012.0,8.0,0.96,8.8,43.0,8.2,3183.0,5.0
7.0,2015.0,8.0,0.96,7.6,46.0,4.3,894.0,5.0
6.0,2013.0,0.0,0.96,7.6,37.0,6.4,522.0,5.0
10.0,2012.0,7.0,0.96,7.1,23.0,7.4,27.0,2.0
4.0,1999.0,3.0,0.96,7.1,23.0,7.4,27.0,2.0
4.0,1999.0,9.0,0.96,7.1,23.0,7.4,27.0,2.0
2.0,1996.0,2.0,0.96,7.1,23.0,7.4,27.0,2.0
5.0,2000.0,10.0,0.96,8.5,22.0,8.1,9.0,1.0
3.0,2012.0,9.0,0.96,6.5,12.0,7.5,111.0,1.0
10.0,2010.0,3.0,0.96,7.7,26.0,7.5,17.0,7.0
10.0,2008.0,4.0,0.96,8.2,48.0,8.6,73.0,1.0
0.0,2012.0,7.0,0.96,7.1,23.0,7.4,27.0,2.0
5.0,2002.0,4.0,0.96,7.1,33.0,7.9,43.0,5.0
13.0,2002.0,2.0,0.96,8.1,27.0,8.4,24.0,5.0
3.0,2011.0,0.0,0.96,8.8,76.0,8.5,4378.0,5.0
6.0,2012.0,8.0,0.96,7.0,21.0,6.9,92.0,5.0
13.0,2004.0,10.0,0.95,8.5,28.0,8.7,22.0,1.0
8.0,2006.0,1.0,0.95,5.2,47.0,6.7,18.0,5.0
0.0,2012.0,10.0,0.95,6.9,58.0,6.9,110.0,1.0
0.0,2011.0,9.0,0.95,7.1,64.0,7.4,88.0,1.0
5.0,2004.0,3.0,0.95,6.0,8.0,7.7,11.0,1.0
1.0,2008.0,10.0,0.95,6.3,4.0,7.6,7.0,1.0
5.0,2005.0,0.0,0.95,8.7,29.0,8.6,53.0,5.0
12.0,2008.0,4.0,0.95,6.0,50.0,7.8,238.0,2.0
6.0,2014.0,0.0,0.95,7.1,23.0,7.4,27.0,2.0
6.0,2012.0,0.0,0.95,7.4,69.0,7.3,540.0,7.0
10.0,2009.0,0.0,0.95,7.1,23.0,7.4,27.0,2.0
10.0,2012.0,0.0,0.95,7.1,23.0,7.4,27.0,2.0
1.0,2006.0,0.0,0.95,7.1,23.0,7.4,27.0,2.0
6.0,2013.0,0.0,0.95,7.8,39.0,4.1,303.0,1.0
4.0,1996.0,7.0,0.95,7.1,23.0,7.4,27.0,2.0
6.0,2012.0,8.0,0.95,7.9,18.0,6.9,156.0,5.0
5.0,2000.0,11.0,0.95,7.5,20.0,8.4,12.0,7.0
6.0,2011.0,6.0,0.95,7.9,53.0,7.7,114.0,7.0
4.0,1999.0,10.0,0.95,7.1,23.0,7.4,27.0,2.0
1.0,2008.0,0.0,0.95,7.1,23.0,2.8,4.0,1.0
12.0,2010.0,8.0,0.95,7.3,79.0,7.3,126.0,5.0
6.0,2010.0,6.0,0.95,7.1,23.0,7.4,27.0,2.0
10.0,2015.0,3.0,0.95,7.1,23.0,7.4,27.0,2.0
10.0,2014.0,0.0,0.95,7.1,23.0,7.4,27.0,2.0
6.0,2010.0,8.0,0.95,6.8,56.0,6.9,62.0,7.0
6.0,2011.0,0.0,0.95,7.3,42.0,7.1,34.0,2.0
12.0,2015.0,10.0,0.94,7.1,23.0,3.2,24.0,1.0
5.0,2004.0,8.0,0.94,7.0,67.0,7.4,254.0,5.0
5.0,2003.0,6.0,0.94,7.1,23.0,7.4,27.0,2.0
10.0,2010.0,10.0,0.94,7.1,23.0,7.4,27.0,2.0
0.0,2011.0,8.0,0.94,8.1,65.0,8.2,231.0,2.0
4.0,1996.0,3.0,0.94,7.1,23.0,7.4,27.0,2.0
5.0,2003.0,0.0,0.94,7.9,45.0,8.4,74.0,5.0
12.0,2013.0,3.0,0.94,7.1,23.0,7.4,27.0,2.0
6.0,2013.0,0.0,0.94,8.4,27.0,7.7,314.0,5.0
5.0,2005.0,8.0,0.94,7.1,23.0,7.4,27.0,2.0
6.0,2011.0,0.0,0.94,7.7,18.0,4.8,42.0,2.0
13.0,2005.0,10.0,0.94,8.6,35.0,7.4,27.0,2.0
4.0,1999.0,7.0,0.94,7.1,23.0,7.4,27.0,2.0
8.0,2008.0,7.0,0.94,6.4,38.0,7.8,19.0,7.0
6.0,2008.0,2.0,0.94,7.8,37.0,7.0,49.0,7.0
12.0,2009.0,10.0,0.94,8.3,26.0,6.7,37.0,1.0
6.0,2009.0,0.0,0.94,8.3,61.0,7.6,162.0,5.0
10.0,2009.0,10.0,0.94,4.7,15.0,4.5,21.0,2.0
4.0,1999.0,10.0,0.94,7.1,23.0,7.4,27.0,2.0
5.0,2006.0,0.0,0.94,8.7,69.0,9.1,293.0,7.0
7.0,2016.0,1.0,0.94,7.1,23.0,7.4,27.0,2.0
13.0,2003.0,0.0,0.94,9.2,41.0,7.8,72.0,7.0
5.0,2003.0,10.0,0.94,7.1,23.0,7.4,27.0,2.0
5.0,2006.0,10.0,0.94,8.3,30.0,8.9,31.0,1.0
5.0,2002.0,10.0,0.93,7.9,20.0,6.8,18.0,1.0
6.0,2013.0,2.0,0.93,7.7,32.0,7.9,187.0,7.0
7.0,2016.0,10.0,0.93,7.9,38.0,6.2,157.0,7.0
1.0,2005.0,9.0,0.93,7.0,13.0,6.1,24.0,2.0
13.0,2002.0,10.0,0.93,9.0,25.0,8.5,21.0,7.0
14.0,2014.0,7.0,0.93,8.5,28.0,6.9,703.0,5.0
6.0,2008.0,7.0,0.93,6.4,77.0,7.5,213.0,7.0
6.0,2008.0,3.0,0.93,7.0,26.0,5.5,4.0,7.0
0.0,2016.0,0.0,0.93,8.1,71.0,8.7,87.0,1.0
2.0,1999.0,4.0,0.93,7.1,23.0,7.4,27.0,2.0
10.0,2009.0,3.0,0.93,8.5,20.0,8.6,17.0,7.0
12.0,2009.0,0.0,0.93,9.0,86.0,8.0,597.0,5.0
5.0,2007.0,10.0,0.93,8.3,25.0,8.6,19.0,1.0
1.0,2007.0,9.0,0.93,6.1,11.0,4.8,5.0,1.0
1.0,2010.0,7.0,0.93,6.6,58.0,7.0,76.0,2.0
12.0,2009.0,8.0,0.93,7.7,47.0,7.8,112.0,5.0
1.0,2010.0,7.0,0.93,7.1,23.0,7.4,27.0,2.0
7.0,2014.0,0.0,0.93,7.3,43.0,7.1,75.0,2.0
12.0,2011.0,3.0,0.93,3.9,5.0,5.6,8.0,2.0
4.0,1999.0,6.0,0.93,6.6,8.0,7.4,27.0,1.0
6.0,2008.0,8.0,0.93,7.6,48.0,8.0,70.0,5.0
6.0,2014.0,0.0,0.93,8.0,5.0,6.8,12.0,2.0
3.0,2012.0,0.0,0.93,8.0,21.0,6.2,1489.0,5.0
3.0,2012.0,8.0,0.93,8.9,38.0,8.2,2482.0,5.0
5.0,2003.0,0.0,0.92,5.9,29.0,8.7,31.0,1.0
0.0,2013.0,1.0,0.92,7.1,27.0,7.5,21.0,1.0
5.0,2001.0,9.0,0.92,6.3,17.0,3.3,9.0,1.0
12.0,2010.0,10.0,0.92,8.6,29.0,7.1,70.0,1.0
4.0,2000.0,0.0,0.92,6.1,11.0,6.7,44.0,7.0
10.0,2006.0,6.0,0.92,6.5,13.0,7.4,27.0,1.0
1.0,2011.0,3.0,0.92,7.1,23.0,7.4,27.0,1.0
1.0,2005.0,1.0,0.92,8.1,53.0,9.2,203.0,7.0
7.0,2015.0,10.0,0.92,8.0,44.0,7.8,190.0,1.0
6.0,2014.0,7.0,0.92,8.5,31.0,8.5,575.0,5.0
12.0,2014.0,7.0,0.92,8.2,33.0,8.4,363.0,5.0
4.0,1997.0,10.0,0.92,7.1,23.0,7.4,27.0,2.0
4.0,1996.0,10.0,0.92,7.1,23.0,7.4,27.0,2.0
2.0,1999.0,2.0,0.92,7.1,23.0,7.4,27.0,2.0
6.0,2012.0,10.0,0.92,8.7,23.0,7.5,75.0,1.0
8.0,2006.0,0.0,0.92,4.8,9.0,6.4,13.0,1.0
12.0,2010.0,0.0,0.92,7.3,71.0,7.7,224.0,5.0
10.0,2011.0,3.0,0.92,6.0,34.0,6.1,16.0,2.0
12.0,2008.0,2.0,0.92,7.9,47.0,7.1,34.0,7.0
5.0,2003.0,6.0,0.92,7.1,23.0,7.4,27.0,2.0
4.0,1996.0,2.0,0.92,7.1,23.0,7.4,27.0,2.0
12.0,2006.0,7.0,0.92,7.9,56.0,7.8,161.0,7.0
6.0,2009.0,3.0,0.91,7.1,23.0,7.4,27.0,2.0
0.0,2012.0,0.0,0.91,7.4,21.0,8.2,62.0,1.0
