,TrackID,Predictor
8877,236961_185349,0
8878,203276_185349,1
8879,232325_185349,1
8880,208397_185349,0
8881,243960_185349,0
8882,208634_189952,1
8883,232348_189952,0
8884,233129_189952,0
8885,247313_189952,0
8886,206216_189952,0
8887,224772_189952,0
8888,223819_189987,1
8889,235414_190208,0
8890,221960_191585,0
8891,241795_191585,1
8892,247817_191585,1
8893,247498_191585,1
8894,214063_191585,0
8895,216972_191585,1
8896,248806_191585,1
8897,202111_192910,0
8898,206431_193883,1
8899,204667_193883,0
8900,245035_193883,1
8901,242411_193883,0
8902,204414_193883,1
8903,214971_193883,0
8904,210384_193883,0
8905,215274_193883,1
8906,223996_193883,1
8907,223174_193883,1
8908,248325_193883,1
8909,205058_195256,1
8910,218883_198945,1
8911,231196_199673,1
8912,244356_199673,1
8913,242933_200795,1
8914,218521_201046,1
8915,223740_201793,1
8916,228144_201793,1
8917,218372_201793,0
8918,208909_201793,0
8919,216106_202331,1
8920,233940_202331,0
8921,223367_202331,1
8922,220018_202331,1
8923,233143_202727,1
8924,233071_203074,1
8925,203947_203074,1
8926,211544_203074,1
8927,224666_203623,1
8928,237000_203623,0
8929,214888_204036,0
8930,218817_205708,0
8931,217431_205708,1
8932,233638_209790,0
8933,211060_211192,0
8934,228343_211192,0
8935,226153_211192,1
8936,246357_211192,1
8937,236931_211192,1
8938,201426_211351,0
8939,242765_211451,1
8940,241256_211968,0
8941,238284_213231,1
8942,212049_213584,1
8943,206010_213584,1
8944,219683_213584,1
8945,206386_213584,0
8946,225828_213584,1
8947,212436_213584,1
8948,242298_215515,1
8949,214768_217661,1
8950,246471_217661,0
8951,221038_217698,1
8952,237313_217698,0
8953,248080_217698,1
8954,212666_217698,1
8955,208028_219685,0
8956,226841_220913,1
8957,225052_222749,1
8958,247581_222749,1
8959,217461_222749,1
8960,233858_224090,1
8961,208708_224090,0
8962,245009_224090,1
8963,244425_224515,1
8964,223066_224515,1
8965,226284_224515,1
8966,245203_224515,1
8967,217699_224515,0
8968,207491_224515,1
8969,224944_224515,1
8970,202971_224515,0
8971,222537_224515,1
8972,208370_224515,0
8973,217505_224515,1
8974,205548_224515,1
8975,211309_224515,1
8976,201011_227582,1
8977,212665_227582,1
8978,236218_227582,1
8979,210374_227582,1
8980,217531_228039,0
8981,225065_231592,1
8982,225447_231815,1
8983,212152_231815,0
8984,248362_235100,1
8985,221810_236653,0
8986,203538_236653,1
8987,205596_236653,1
8988,222311_236653,0
8989,248531_236653,1
8990,236300_237039,1
8991,202608_237367,1
8992,225371_237367,1
8993,211688_237367,1
8994,235113_237367,0
8995,212252_237367,1
8996,222443_237367,1
8997,214417_237367,1
8998,213871_237367,1
8999,219246_237367,1
9000,233736_237419,1
9001,248775_239100,1
9002,220044_239100,0
9003,225572_239100,1
9004,222914_239100,1
9005,244068_239100,1
9006,242188_239100,1
9007,243515_239100,1
9008,219686_239100,0
9009,222636_239100,1
9010,233164_239452,1
9011,232479_241707,0
9012,231689_242420,0
9013,240874_242420,0
9014,244817_245271,1
9015,234177_245419,0
9016,219398_245658,1
9017,240023_245658,0
9018,230339_245658,1
9019,211793_245658,1
9020,233234_245658,0
9021,228433_245658,1
9022,202717_245658,0
9023,240017_245808,1
9024,229534_245808,0
9025,229639_245808,1
9026,211456_246184,1
9027,206797_247266,0
9028,226204_247270,1
9029,223132_247270,1
9030,213929_247442,1
9031,215152_248884,1
9032,231001_250775,1
9033,219344_251829,1
9034,228139_251829,1
9035,223949_251829,1
9036,245911_251829,1
9037,240627_251829,1
9038,215789_256223,1
9039,239736_256303,1
9040,203078_256827,0
9041,228406_256827,1
9042,219375_259572,1
9043,202564_259716,1
9044,219969_260330,0
9045,233515_261447,1
9046,243972_263385,1
9047,239143_263963,1
9048,237500_266771,0
9049,220980_266797,0
9050,213946_271414,0
9051,231293_272503,0
9052,218117_272503,0
9053,234044_272503,1
9054,205124_272503,1
9055,238118_272503,1
9056,213241_272503,1
9057,237318_272503,1
9058,233684_272503,1
9059,201797_272503,1
9060,203549_272503,1
9061,213369_272503,1
9062,240432_272503,0
9063,236814_272816,1
9064,232806_272937,1
9065,206153_272937,1
9066,205026_276165,1
9067,214839_277505,0
9068,201391_278762,1
9069,219573_280454,1
9070,226423_280884,0
9071,247826_281742,1
9072,219573_281976,1
9073,233528_282245,1
9074,234613_283246,1
9075,216564_283246,1
9076,228517_283588,1
9077,204537_283588,1
9078,237894_283588,1
9079,213811_288302,0
9080,221969_288302,1
9081,247889_288302,1
9082,238241_288302,1
9083,248871_288302,0
9084,216202_288350,1
9085,229879_289221,1
9086,206291_291336,0
9087,214761_292177,0
9088,209949_292724,1
9089,227067_293579,1
9090,246202_293579,0
9091,228589_294038,0
9092,206043_294920,1
9093,222559_1051,1
9094,236847_1051,1
9095,238695_1051,0
9096,231309_1243,1
9097,200280_2018,1
9098,247681_3485,1
9099,233682_4083,1
9100,243516_8410,1
9101,238359_8410,1
9102,239171_10186,1
9103,246550_12286,1
9104,232953_12548,0
9105,208786_12548,0
9106,226615_12913,1
9107,233082_13371,1
9108,245856_13371,1
9109,242661_13371,1
9110,244682_13371,1
9111,225078_13371,1
9112,244644_13371,0
9113,237797_13371,1
9114,202452_13371,1
9115,231959_13371,1
9116,229076_13371,1
9117,206629_13371,1
9118,214947_13371,1
9119,232949_13873,1
9120,215882_14141,0
9121,227629_14141,1
9122,200236_14141,1
9123,215390_14141,1
9124,212028_16043,1
9125,229630_16043,1
9126,209585_18406,0
9127,207465_18821,1
9128,221372_19942,1
9129,219548_22491,0
9130,221807_22608,1
9131,218902_23219,1
9132,239109_24632,1
9133,241032_24632,1
9134,243729_24632,0
9135,227598_24632,0
9136,248384_24632,0
9137,223308_24632,1
9138,237149_24632,1
9139,246378_24632,1
9140,205759_24632,0
9141,202641_26687,0
9142,210666_26687,1
9143,207266_27412,0
9144,245722_29735,0
9145,214037_30995,1
9146,237874_30995,0
9147,218338_33271,1
9148,220639_33862,1
9149,240694_34607,1
9150,215101_34607,1
9151,239634_37004,0
9152,211011_38003,1
9153,237461_40847,1
9154,243480_40847,1
9155,212953_40847,1
9156,246216_40847,1
9157,212076_40847,1
9158,215453_40847,1
9159,230822_40847,0
9160,217167_40847,1
9161,244253_40847,1
9162,205846_40847,1
9163,215127_40847,1
9164,237456_40847,1
9165,241128_40847,0
9166,234920_40847,0
9167,218317_40847,0
9168,215974_41885,1
9169,201905_43231,1
9170,238460_44997,1
9171,235219_46629,1
9172,204975_46629,1
9173,240271_46629,1
9174,201241_46629,1
9175,212120_46629,1
9176,246965_46629,1
9177,246911_46629,1
9178,218398_46629,1
9179,241357_46629,0
9180,219012_46629,1
9181,241216_46629,1
9182,228342_47154,0
9183,233734_47179,1
9184,223194_47179,1
9185,222432_47179,1
9186,221580_47179,1
9187,230853_47179,1
9188,228577_47179,1
9189,227790_47179,1
9190,226186_48460,0
9191,231750_48460,1
9192,237460_48494,1
9193,230990_51233,0
9194,238173_51543,0
9195,233659_53735,1
9196,222071_53987,1
9197,217031_54013,1
9198,224400_55871,1
9199,232797_55871,1
9200,245781_55871,1
9201,213815_55871,0
9202,235820_55871,1
9203,204882_55871,1
9204,212018_55871,1
9205,218711_55871,0
9206,241515_55871,0
9207,201764_55871,1
9208,220214_55871,1
9209,227519_55871,1
9210,245704_56308,0
9211,200668_58812,1
9212,209102_59837,0
9213,244617_60980,1
9214,235994_63597,1
9215,202491_66854,0
9216,200691_67006,1
9217,244771_67310,0
9218,210131_69602,1
9219,242299_69602,0
9220,229460_70168,1
9221,207769_70208,0
9222,244089_70208,0
9223,231265_70847,1
9224,238823_71524,0
9225,201150_71524,0
9226,233361_71524,1
9227,205834_71524,1
9228,217674_72765,1
9229,244740_75408,0
9230,207486_75408,1
9231,215582_75408,1
9232,203227_76535,1
9233,210102_77300,1
9234,212436_77300,1
9235,238001_78750,1
9236,231298_79108,1
9237,232026_82731,1
9238,241942_83656,0
9239,225203_83656,1
9240,215039_83656,1
9241,234840_83656,1
9242,235541_83656,1
9243,217815_83656,1
9244,218631_83656,0
9245,232553_83656,0
9246,241148_83656,1
9247,242951_84271,1
9248,223600_84271,0
9249,222762_85061,0
9250,204802_85485,1
9251,241238_85485,1
9252,236285_85743,1
9253,241434_89615,0
9254,234510_89719,1
9255,225439_89719,1
9256,206421_90254,0
9257,244572_91819,1
9258,225999_91819,1
9259,235280_92548,1
9260,244969_92548,1
9261,237212_93090,0
9262,228651_93553,0
9263,206159_94571,0
9264,214839_94571,0
9265,223948_96999,0
9266,237496_96999,1
9267,237649_96999,0
9268,202184_96999,1
9269,218398_96999,1
9270,219550_96999,1
9271,202908_97039,1
9272,205708_97039,0
9273,224387_97039,1
9274,243059_97039,1
9275,244791_98458,1
9276,235989_100122,0
9277,237279_101895,0
9278,235340_104463,1
9279,221486_104463,1
9280,206971_104463,1
9281,227774_104463,1
9282,212477_104463,0
9283,240845_104463,0
9284,202447_104463,1
9285,217288_104463,1
9286,234845_104463,1
9287,206459_104463,1
9288,225066_104463,0
9289,245992_104463,1
9290,225294_104463,1
9291,228502_104463,1
9292,214299_104463,1
9293,204001_104463,1
9294,232332_104463,1
9295,235781_106436,0
9296,224093_108635,1
9297,220399_112881,1
9298,200163_113841,1
9299,245134_114434,1
9300,218210_114434,1
9301,234192_114659,0
9302,238713_116537,1
9303,215689_117706,1
9304,242720_117706,1
9305,244208_117706,1
9306,205111_117706,1
9307,244746_117706,1
9308,229973_117706,1
9309,241035_117706,1
9310,216694_117706,1
9311,229736_117706,1
9312,210861_117706,1
9313,222913_117706,0
9314,224596_118563,1
9315,213049_119565,1
9316,244762_120305,0
9317,238713_123978,1
9318,228184_125155,1
9319,216175_125405,0
9320,234608_125405,1
9321,233975_126542,0
9322,206628_129742,1
9323,206187_129742,1
9324,248990_133208,1
9325,208909_133208,0
9326,240721_135806,0
9327,209541_137382,1
9328,202187_137991,0
9329,208287_138137,1
9330,227889_138137,1
9331,214255_138276,1
9332,245914_138698,1
9333,214568_138698,1
9334,202538_138698,1
9335,220877_138698,1
9336,236319_138698,0
9337,231493_138698,0
9338,202642_138698,1
9339,221130_138698,1
9340,226759_138698,1
9341,224348_138698,0
9342,242434_139510,1
9343,213149_139585,1
9344,229605_140145,1
9345,216251_140145,1
9346,233679_140145,0
9347,204975_141111,1
9348,241756_141400,1
9349,225006_142305,1
9350,223606_144024,0
9351,224862_144024,1
9352,218747_144544,1
9353,225428_144771,1
9354,233143_144771,1
9355,214276_146176,1
9356,247369_146606,0
9357,201593_147535,0
9358,212767_147892,1
9359,245524_148231,1
9360,201797_149520,1
9361,243242_149520,0
9362,227171_149840,0
9363,248732_150557,1
9364,202044_150878,1
9365,201013_150978,1
9366,222290_151858,0
9367,230463_151858,0
9368,239451_151858,0
9369,240537_151858,0
9370,245602_152853,1
9371,206774_153888,0
9372,239356_153888,0
9373,201094_156562,1
9374,221426_156826,1
9375,215678_156826,1
9376,229537_158391,0
9377,201685_158391,1
9378,229081_161147,1
9379,231938_161147,1
9380,211815_163762,1
9381,237144_163762,1
9382,238949_163762,1
9383,212545_163762,0
9384,246213_163762,1
9385,204426_163762,0
9386,226774_165368,1
9387,207374_165368,1
9388,213896_166679,1
9389,201305_167168,1
9390,209617_168643,0
9391,200786_168643,0
9392,248047_168643,0
9393,245122_168643,0
9394,248915_168643,1
9395,227810_171549,0
9396,226145_173548,1
9397,212844_174401,1
9398,223426_174401,0
9399,240952_177675,0
9400,223546_177675,0
9401,232897_179615,1
9402,200962_179615,0
9403,216245_179615,1
9404,229205_179759,1
9405,232066_180824,1
9406,221313_180824,0
9407,209142_180824,1
9408,215813_180824,0
9409,236819_180824,1
9410,229715_181092,0
9411,232012_181408,1
9412,213849_181408,1
9413,243823_181408,1
9414,211868_181408,1
9415,247029_181408,1
9416,233826_181408,1
9417,204534_181408,1
9418,247846_181408,1
9419,202079_181408,1
9420,238874_181408,1
9421,208951_181408,1
9422,223001_181408,1
9423,233252_181408,1
9424,228504_181408,0
9425,243754_181408,1
9426,211901_181408,1
9427,212120_181408,1
9428,200106_181408,1
9429,241339_181408,1
9430,210877_181408,0
9431,220642_181408,1
9432,245392_181408,1
9433,209625_181408,1
9434,222536_181408,1
9435,219526_181408,1
9436,224345_181408,1
9437,237453_181408,1
9438,243885_181408,1
9439,202754_181408,1
9440,220171_181408,1
9441,206968_181408,1
9442,219168_181408,1
9443,214732_181408,1
9444,219971_181408,1
9445,225298_181408,1
9446,209539_181408,1
9447,214514_181408,1
9448,228748_182006,1
9449,233653_186722,0
9450,226271_186722,1
9451,247695_193154,1
9452,233534_193154,1
9453,213531_194802,1
9454,234365_194802,1
9455,207617_194802,1
9456,233553_195439,1
9457,219887_195439,0
9458,238355_195439,1
9459,202398_195439,1
9460,215281_195439,1
9461,208827_195439,0
9462,229736_195439,1
9463,224061_195439,1
9464,224730_195439,1
9465,207430_196842,1
9466,208964_196907,0
9467,204411_198311,1
9468,232758_198456,1
9469,240949_198595,1
9470,243898_198595,1
9471,226883_198595,1
9472,238893_198595,1
9473,238367_198595,1
9474,202519_198864,1
9475,248807_198864,0
9476,237175_198864,1
9477,199921_198864,1
9478,235087_198864,1
9479,218179_198864,1
9480,209167_198864,1
9481,237771_198864,0
9482,244332_199203,1
9483,246660_199203,1
9484,229069_199203,1
9485,204649_201169,1
9486,243690_201169,0
9487,229249_201169,0
9488,213369_201471,1
9489,235221_203193,0
9490,210060_203193,1
9491,243902_203510,0
9492,227855_204169,1
9493,222542_204169,1
9494,241720_204169,0
9495,229872_204169,0
9496,248896_204169,0
9497,244684_204169,1
9498,234673_205535,1
9499,240846_207498,1
9500,229274_207498,0
9501,228327_207498,1
9502,217364_208568,1
9503,229071_208656,1
9504,245642_208656,1
9505,227364_208656,1
9506,247005_208656,1
9507,242666_208656,1
9508,224091_208656,1
9509,214627_208656,1
9510,221798_208656,1
9511,223837_208656,1
9512,232270_208656,1
9513,245819_208656,1
9514,241273_208656,1
9515,204174_208656,0
9516,233972_208656,0
9517,232661_208656,1
9518,224224_208656,1
9519,203653_208656,1
9520,202445_208656,1
9521,208668_208656,1
9522,240596_208656,1
9523,213372_208656,0
9524,229082_208656,1
9525,242432_208656,0
9526,225706_208656,1
9527,220361_208656,1
9528,215359_208656,1
9529,214195_208656,1
9530,232711_208737,0
9531,236179_209690,0
9532,207302_210720,1
9533,223009_210720,1
9534,217680_214746,1
9535,228779_214746,1
9536,241452_214746,1
9537,228922_214746,1
9538,225075_215287,1
9539,245567_216541,0
9540,213271_217200,0
9541,237214_217200,1
9542,218826_217200,1
9543,221101_217200,1
9544,217410_217200,1
9545,234525_217200,1
9546,238808_217200,1
9547,239210_217200,1
9548,210036_217200,0
9549,241010_217200,1
9550,206278_217200,1
9551,201354_217200,1
9552,231912_217200,1
9553,207986_217200,0
9554,217205_217200,1
9555,211941_218868,1
9556,231913_218868,1
9557,225975_218868,1
9558,213645_218868,1
9559,208765_218868,0
9560,235254_218868,1
9561,204109_218868,0
9562,205635_218868,1
9563,244385_218868,1
9564,230777_218868,1
9565,230848_218868,0
9566,206006_218868,1
9567,204311_218868,0
9568,203563_218868,1
9569,244692_218868,1
9570,245087_218868,0
9571,229168_218967,0
9572,246820_219377,0
9573,246682_219377,1
9574,216660_219377,1
9575,234058_219525,1
9576,240693_219836,0
9577,242968_219966,0
9578,232648_220724,0
9579,200401_220726,0
9580,212544_221854,0
9581,237864_221946,1
9582,221380_221946,0
9583,244045_221946,1
9584,224476_221946,1
9585,234863_223859,0
9586,227047_223859,0
9587,235376_223859,1
9588,199939_223859,0
9589,239804_223859,1
9590,227810_223859,1
9591,220239_223859,1
9592,235361_223859,1
9593,225584_223859,1
9594,201660_223859,1
9595,205525_225964,0
9596,219908_225964,1
9597,204620_225964,0
9598,204817_226613,0
9599,239554_226962,1
9600,210347_227587,0
9601,239110_227587,1
9602,223783_227587,1
9603,227092_227587,0
9604,241902_227587,0
9605,219630_228562,0
9606,235404_228562,0
9607,211442_228562,1
9608,206311_228562,1
9609,216647_228891,1
9610,201605_228891,1
9611,245246_228891,1
9612,228444_228891,0
9613,218164_228919,1
9614,241282_229465,0
9615,229785_229714,0
9616,211387_229714,1
9617,204833_229714,1
9618,212347_229714,1
9619,204739_230477,0
9620,213174_230477,1
9621,240675_230477,1
9622,228615_233790,1
9623,230584_233790,1
9624,206015_233790,0
9625,204001_233790,1
9626,206247_235849,1
9627,244919_235849,1
9628,224849_238210,1
9629,236683_239936,0
9630,201819_239936,0
9631,246162_239936,0
9632,222240_239936,0
9633,236451_239936,0
9634,214850_243247,1
9635,242759_243272,0
9636,217685_245057,1
9637,203934_246026,1
9638,208378_246135,1
9639,212163_246135,1
9640,225725_246135,0
9641,223496_246135,1
9642,238634_246135,1
9643,225467_246755,1
9644,220766_246755,1
9645,203408_247218,0
9646,228437_247218,0
9647,247749_247218,1
9648,227533_247218,1
9649,228778_247218,1
9650,233371_247218,1
9651,235773_247218,1
9652,206321_247218,1
9653,241306_247218,1
9654,212926_247218,1
9655,244298_247218,1
9656,228512_247218,1
9657,202785_247218,1
9658,221357_247218,1
9659,229302_247218,1
9660,233288_247218,1
9661,235310_247218,0
9662,201932_247218,0
9663,246251_247218,1
9664,239900_247218,1
9665,203071_247218,1
9666,201950_247218,0
9667,227263_247218,1
9668,201422_247218,0
9669,234472_247218,1
9670,200741_247218,1
9671,205441_247218,1
9672,205053_247218,1
9673,208129_247218,0
9674,215877_247218,1
9675,222810_247218,1
9676,208313_247218,1
9677,235294_247218,1
9678,225892_247218,0
9679,240083_247218,0
9680,205596_247336,0
9681,205920_247343,0
9682,235583_248229,0
9683,220233_248421,0
9684,215143_248421,1
9685,209091_248421,1
9686,214056_248421,1
9687,228037_250988,1
9688,204525_250988,1
9689,227984_251581,1
9690,212040_252711,0
9691,202149_252711,1
9692,237427_252711,1
9693,232445_252711,1
9694,209450_252711,1
9695,234889_252711,1
9696,205764_252711,1
9697,238831_252711,1
9698,218883_252711,1
9699,231545_252711,1
9700,208213_252711,1
9701,216954_252711,1
9702,236632_252711,1
9703,217862_252711,1
9704,213154_252842,0
9705,220872_253379,1
9706,246641_253379,1
9707,208863_253379,0
9708,223512_253379,1
9709,218834_253379,1
9710,238950_253379,1
9711,216943_253379,1
9712,245872_253970,1
9713,231524_253983,1
9714,211817_254036,1
9715,210496_255048,0
9716,201668_255048,0
9717,221259_255048,0
9718,211562_255048,1
9719,206684_255048,1
9720,211667_255048,1
9721,204236_255048,1
9722,246450_255048,1
9723,246632_255048,1
9724,230341_255048,1
9725,213991_255048,1
9726,224980_255048,1
9727,228582_255048,1
9728,202063_255048,1
9729,231200_255048,0
9730,203658_255048,1
9731,226619_255048,1
9732,217271_255048,1
9733,210164_255048,1
9734,215310_255048,1
9735,206531_255048,1
9736,219772_255048,1
9737,204696_255048,1
9738,208151_255048,0
9739,236547_255048,1
9740,240858_255048,1
9741,244073_255048,1
9742,224483_255048,1
9743,207407_255095,0
9744,205141_255095,0
9745,224024_255232,0
9746,214490_255248,1
9747,231570_255542,1
9748,214899_257180,1
9749,201929_258520,0
9750,227856_258520,0
9751,220424_259233,0
9752,223873_260184,0
9753,235655_260184,1
9754,212706_260541,1
9755,239844_260541,0
9756,233929_260541,1
9757,234474_260541,1
9758,208431_262914,1
9759,236392_262914,1
9760,246566_262914,0
9761,213023_265662,1
9762,211285_265662,1
9763,219538_265662,0
9764,228517_267870,0
9765,205738_267870,0
9766,208044_267870,0
9767,238955_267870,1
9768,231831_269519,1
9769,227161_273400,0
9770,229780_273400,1
9771,220412_273400,0
9772,210158_273400,1
9773,216189_273400,1
9774,240963_273400,1
9775,233338_273400,0
9776,248900_273400,1
9777,230366_273400,1
9778,206213_273400,0
9779,239781_273400,1
9780,225555_273400,1
9781,246103_273400,1
9782,211886_273400,1
9783,215201_273400,1
9784,246034_273400,1
9785,203491_273400,0
9786,238403_276377,0
9787,226975_277054,0
9788,212032_277054,1
9789,215658_277054,1
9790,212618_277054,1
9791,202728_277054,1
9792,239219_277054,0
9793,219774_277321,0
9794,223990_280099,1
9795,246528_280099,1
9796,231277_281787,1
9797,213035_281787,0
9798,247018_284901,1
9799,220297_287896,1
9800,202881_287896,1
9801,208771_289624,1
9802,222322_295095,1
9803,220597_295256,1
9804,238515_295256,0
9805,227374_406,0
9806,217667_1064,1
9807,208111_1974,1
9808,203789_1974,1
9809,235456_2962,1
9810,213053_4107,1
9811,229495_4107,1
9812,236142_4107,1
9813,239995_5845,1
9814,225040_5930,1
9815,231107_6152,1
9816,246256_6152,1
9817,216910_6152,1
9818,238316_6152,1
9819,235566_6152,1
9820,202877_6695,0
9821,216225_6695,0
9822,225927_6695,1
9823,214007_6695,0
9824,242583_6695,1
9825,232450_6695,0
9826,217230_6695,1
9827,222725_7184,1
9828,215422_7796,1
9829,204000_7796,1
9830,227578_8809,1
9831,239917_8809,1
9832,232340_8809,1
9833,215787_8809,1
9834,242893_8809,1
9835,214159_8809,1
9836,204269_8809,1
9837,245961_8809,1
9838,208022_8809,1
9839,217505_8809,1
9840,231326_8809,1
9841,236808_8809,0
9842,245549_8809,1
9843,237940_8915,0
9844,240359_8915,0
9845,229163_12711,0
9846,234338_12711,1
9847,223187_12711,1
9848,228998_12711,1
9849,205596_17070,1
9850,230899_17070,0
9851,210618_22124,1
9852,204325_22124,1
9853,214093_22124,1
9854,203908_22124,1
9855,199855_24631,0
9856,213409_24631,1
9857,204593_24631,1
9858,244804_24631,1
9859,216790_24631,1
9860,237965_24631,1
9861,207280_24631,1
9862,202656_24631,1
9863,223958_24631,1
9864,208247_24631,1
9865,233486_24631,1
9866,245286_27979,0
9867,215380_28002,1
9868,204665_29600,0
9869,233707_29600,1
9870,216487_29853,1
9871,243080_32176,0
9872,221536_32409,0
9873,229923_32417,0
9874,232648_32859,0
9875,243082_32859,1
9876,238249_33177,0
9877,227494_34118,1
9878,229697_34819,1
9879,216815_35141,1
9880,245508_35839,1
9881,234524_36024,1
9882,201787_36024,1
9883,224647_36024,0
9884,221874_36024,1
9885,216407_36024,1
9886,233979_36024,1
9887,215683_36024,1
9888,233122_36024,0
9889,236342_36024,1
9890,200715_36024,1
9891,222691_36024,1
9892,206357_36024,1
9893,242558_36024,1
9894,205349_36512,1
9895,227875_39997,0
9896,225845_41616,1
9897,199882_42782,1
9898,234491_43644,0
9899,219254_43644,1
9900,247737_44660,1
9901,247964_44660,1
9902,221213_44660,1
9903,200860_49490,1
9904,220007_49490,1
9905,246345_49673,1
9906,211066_49673,1
9907,214065_49673,1
9908,215034_49673,1
9909,210307_49673,1
9910,217485_49673,0
9911,228585_49673,1
9912,213039_49673,1
9913,231409_49673,1
9914,213946_49673,0
9915,204549_50229,0
9916,207014_50911,1
9917,231393_52291,1
9918,222850_52599,0
9919,228765_56285,1
9920,200771_56993,0
9921,241841_61953,0
9922,226983_62682,1
9923,234421_62691,1
9924,206000_62691,1
9925,224662_66824,1
9926,213205_66824,1
9927,225705_67784,0
9928,217723_67784,0
9929,248008_68128,1
9930,239648_70944,1
9931,229315_71132,1
9932,214474_71132,1
9933,211231_71132,1
9934,227261_71132,0
9935,236583_71483,1
9936,234826_74126,1
9937,205759_74995,1
9938,230450_75639,1
9939,213141_79065,1
9940,227161_80308,0
9941,211267_80308,1
9942,246501_80308,1
9943,241349_80308,1
9944,231503_80308,1
9945,230464_80308,1
9946,204618_80308,1
9947,232538_80308,1
9948,208038_80308,1
9949,207345_80308,1
9950,225608_80308,1
9951,212177_80308,1
9952,210534_81755,0
9953,202491_81755,1
9954,217154_81755,1
9955,230242_81755,1
9956,209093_82424,0
9957,229738_84969,1
9958,210502_84969,0
9959,201251_84969,1
9960,221529_84969,1
9961,206978_84969,1
9962,201250_84969,1
9963,217364_84969,0
9964,217239_84969,0
9965,218393_84969,1
9966,212073_85427,1
9967,203764_85427,0
9968,222048_86017,1
9969,204161_86017,0
9970,248179_86017,1
9971,218036_86017,1
9972,235571_86017,1
9973,211107_86017,1
9974,208402_87379,1
9975,226706_87647,1
9976,224902_91177,1
9977,239292_91177,1
9978,224775_95302,1
9979,243194_95853,1
9980,233403_97319,1
9981,205990_97319,1
9982,221223_98437,1
9983,220323_98437,1
9984,234976_98437,1
9985,218577_98996,1
9986,238694_99325,1
9987,240407_99796,1
9988,219566_99796,0
9989,229929_100359,0
9990,222540_101982,1
9991,217226_102371,1
9992,217138_103409,1
9993,223953_103409,1
9994,201003_106393,1
9995,248317_106393,1
9996,207758_107627,1
9997,235280_107627,1
9998,209249_107627,1
9999,216686_107627,0
10000,205027_107627,1
10001,214874_107627,0
10002,208583_108213,1
10003,245984_108399,1
10004,202231_108823,1
10005,233530_109747,1
10006,233951_109747,1
10007,217091_109747,1
10008,244655_110101,1
10009,248047_110266,0
10010,228832_110266,1
10011,244626_111725,1
10012,206629_115603,1
10013,223667_115826,1
10014,206224_117651,1
10015,208856_120672,1
10016,207554_121490,1
10017,211590_127407,1
10018,226164_127407,0
10019,225371_128479,1
10020,241029_128479,1
10021,221346_128479,1
10022,223617_128479,1
10023,232315_130647,0
10024,218941_130647,0
10025,212744_130647,1
10026,210327_130647,1
10027,214966_130647,1
10028,205430_130673,1
10029,229657_130673,1
10030,206408_130812,1
10031,242789_130812,1
10032,205615_130975,1
10033,230669_132252,0
10034,228650_132661,0
10035,213429_133481,0
10036,231763_137007,0
10037,215716_138762,1
10038,208037_141247,0
10039,240871_142304,1
10040,216663_142304,1
10041,237562_142304,1
10042,210436_142832,1
10043,203597_144480,1
10044,241197_145760,1
10045,244012_145810,0
10046,235611_146523,1
10047,246351_149473,0
10048,220349_149473,1
10049,238274_153275,1
10050,211714_153275,1
10051,229410_153275,0
10052,201310_153275,1
10053,235475_153275,1
10054,210590_159751,1
10055,217224_159751,1
10056,221836_163019,0
10057,248652_163230,1
10058,239909_163230,1
10059,218544_163230,1
10060,242734_164126,0
10061,235007_164126,1
10062,206682_166106,1
10063,202392_166106,1
10064,214017_166106,0
10065,204811_167440,1
10066,200913_169441,0
10067,248442_169441,0
10068,203060_171322,1
10069,199928_171481,1
10070,223008_173518,0
10071,202877_174217,0
10072,211386_175113,1
10073,236569_175292,1
10074,222900_175716,1
10075,222346_175716,1
10076,244814_177056,1
10077,232090_177056,0
10078,214362_177937,1
10079,232107_178169,1
10080,231694_180035,1
10081,206144_181208,1
10082,225571_181208,0
10083,217521_184391,1
10084,223792_185348,1
10085,247709_185348,1
10086,206917_185348,1
10087,221679_185348,1
10088,248376_185348,0
10089,248875_185348,1
10090,213179_185348,1
10091,216209_185348,1
10092,238486_187048,1
10093,215368_187048,1
10094,229204_187048,1
10095,228757_187048,1
10096,227494_187048,1
10097,223847_187048,1
10098,205956_187048,1
10099,205303_188811,0
10100,224023_188816,1
10101,242556_188816,1
10102,237077_189841,0
10103,241546_190587,1
10104,208776_191053,1
10105,229808_191053,0
10106,248934_191053,1
10107,221382_191053,1
10108,228632_191053,1
10109,220933_191053,1
10110,208406_191053,1
10111,245013_191053,1
10112,216869_192121,1
10113,246480_192121,0
10114,230158_194761,1
10115,208419_196195,0
10116,228090_196949,1
10117,246096_197607,0
10118,200945_199128,1
10119,224178_199330,1
10120,202901_205649,1
10121,246820_205649,0
10122,205204_206618,0
10123,227850_206618,1
10124,223384_210273,0
10125,203548_210738,1
10126,209186_211093,1
10127,206441_211093,1
10128,233481_211093,1
10129,233614_211093,1
10130,216202_211093,1
10131,247930_211093,1
10132,243145_211093,1
10133,248978_211093,1
10134,238356_211093,1
10135,217959_211093,1
10136,208393_211093,1
10137,232775_211093,0
10138,223018_211093,0
10139,239150_211270,0
10140,232710_211614,1
10141,218904_211614,1
10142,248860_211614,0
10143,246629_211614,0
10144,224333_211614,1
10145,213097_211614,1
10146,206989_212418,1
10147,235219_212418,1
